Category SCC,MNRiskS category name,SCC Codes,Subcategories,Surrogate for apportioning,NO2 Frx,Diesel Source,Diesel PM Frx,Source Category,Acronym for Surrogate,2011 Update
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002057,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Rough Terrain Forklifts,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002060,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Rubber Tire Loaders,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002066,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Tractors/Loaders/Backhoes,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002072,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Skid Steer Loaders,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002081,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Other Construction Equipment,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002003,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Pavers,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002006,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Tampers/Rammers,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002009,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Plate Compactors,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002015,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Rollers,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002018,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Scrapers,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002021,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Paving Equipment,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002024,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Surfacing Equipment,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002027,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Signal Boards/Light Plants,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002030,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Trenchers,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002033,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Bore/Drill Rigs,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002036,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Excavators,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002039,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Concrete/Industrial Saws,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002042,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Cement and Mortar Mixers,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002045,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Cranes,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002048,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Graders,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002051,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Off-highway Trucks,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002054,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Crushing/Processing Equipment,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002057,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Rough Terrain Forklifts,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002060,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Rubber Tire Loaders,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002066,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Tractors/Loaders/Backhoes,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002069,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Crawler Tractor/Dozers,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002072,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Skid Steer Loaders,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002075,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Off-highway Tractors,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002078,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Dumpers/Tenders,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2270002081,Off-highway Vehicle Gasoline - Diesel - Construction and Mining Equipment - Other Construction Equipment,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,TRUE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2265003010,"Off-highway Vehicle Gasoline, 4-Stroke - Industrial Equipment - Aerial Lifts","Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2265003020,"Off-highway Vehicle Gasoline, 4-Stroke - Industrial Equipment - Forklifts","Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2265003030,"Off-highway Vehicle Gasoline, 4-Stroke - Industrial Equipment - Sweepers/Scrubbers","Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2265003040,"Off-highway Vehicle Gasoline, 4-Stroke - Industrial Equipment - Other General Industrial Equipment","Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2265003050,"Off-highway Vehicle Gasoline, 4-Stroke - Industrial Equipment - Other Material Handling Equipment","Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2265003060,"Off-highway Vehicle Gasoline, 4-Stroke - Industrial Equipment - AC\Refrigeration","Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2265003070,"Off-highway Vehicle Gasoline, 4-Stroke - Industrial Equipment - Terminal Tractors","Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2265010010,"Off-highway Vehicle Gasoline, 4-Stroke - Industrial Equipment - Other Oil Field Equipment","Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2260003030,"Off-highway Vehicle Gasoline, 2-Stroke - Industrial Equipment - Sweepers/Scrubbers","Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2260003040,"Off-highway Vehicle Gasoline, 2-Stroke - Industrial Equipment - Other General Industrial Equipment","Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2268003020,Off-highway Vehicle Gasoline - CNG - Industrial Equipment - Forklifts,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2268003030,Off-highway Vehicle Gasoline - CNG - Industrial Equipment - Sweepers/Scrubbers,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2268003040,Off-highway Vehicle Gasoline - CNG - Industrial Equipment - Other General Industrial Equipment,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2268003060,Off-highway Vehicle Gasoline - CNG - Industrial Equipment - AC\Refrigeration,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2268003070,Off-highway Vehicle Gasoline - CNG - Industrial Equipment - Terminal Tractors,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2268010010,Off-highway Vehicle Gasoline - CNG - Industrial Equipment - Other Oil Field Equipment,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2267003010,Off-highway Vehicle Gasoline - LPG - Industrial Equipment - Aerial Lifts,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2267003020,Off-highway Vehicle Gasoline - LPG - Industrial Equipment - Forklifts,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2267003030,Off-highway Vehicle Gasoline - LPG - Industrial Equipment - Sweepers/Scrubbers,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2267003040,Off-highway Vehicle Gasoline - LPG - Industrial Equipment - Other General Industrial Equipment,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2267003050,Off-highway Vehicle Gasoline - LPG - Industrial Equipment - Other Material Handling Equipment,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2267003070,Off-highway Vehicle Gasoline - LPG - Industrial Equipment - Terminal Tractors,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2270003010,Off-highway Vehicle Gasoline - Diesel - Industrial Equipment - Aerial Lifts,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2270003020,Off-highway Vehicle Gasoline - Diesel - Industrial Equipment - Forklifts,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2270003030,Off-highway Vehicle Gasoline - Diesel - Industrial Equipment - Sweepers/Scrubbers,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2270003040,Off-highway Vehicle Gasoline - Diesel - Industrial Equipment - Other General Industrial Equipment,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2270003050,Off-highway Vehicle Gasoline - Diesel - Industrial Equipment - Other Material Handling Equipment,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2270003060,Off-highway Vehicle Gasoline - Diesel - Industrial Equipment - AC\Refrigeration,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2270003070,Off-highway Vehicle Gasoline - Diesel - Industrial Equipment - Terminal Tractors,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_INDUSTR,nonroad - Off-highway Vehicle  - Industrial Equipment,2270010010,Off-highway Vehicle Gasoline - Diesel - Industrial Equipment - Other Oil Field Equipment,"Institutional & Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,added institutional to METRO surrogate
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2265006005,"Off-highway Vehicle Gasoline, 4-Stroke - Commercial Equipment - Generator Sets","Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2265006010,"Off-highway Vehicle Gasoline, 4-Stroke - Commercial Equipment - Pumps","Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2265006015,"Off-highway Vehicle Gasoline, 4-Stroke - Commercial Equipment - Air Compressors","Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2265006025,"Off-highway Vehicle Gasoline, 4-Stroke - Commercial Equipment - Welders","Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2265006030,"Off-highway Vehicle Gasoline, 4-Stroke - Commercial Equipment - Pressure Washers","Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2265006035,"Off-highway Vehicle Gasoline, 4-Stroke - Commercial Equipment - Hydro-power Units","Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2260006005,"Off-highway Vehicle Gasoline, 2-Stroke - Commercial Equipment - Generator Sets","Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2260006010,"Off-highway Vehicle Gasoline, 2-Stroke - Commercial Equipment - Pumps","Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2260006015,"Off-highway Vehicle Gasoline, 2-Stroke - Commercial Equipment - Air Compressors","Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2260006035,"Off-highway Vehicle Gasoline, 2-Stroke - Commercial Equipment - Hydro-power Units","Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2268006005,Off-highway Vehicle Gasoline - CNG - Commercial Equipment - Generator Sets,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2268006010,Off-highway Vehicle Gasoline - CNG - Commercial Equipment - Pumps,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2268006015,Off-highway Vehicle Gasoline - CNG - Commercial Equipment - Air Compressors,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2268006020,Off-highway Vehicle Gasoline - CNG - Commercial Equipment - Gas Compressors,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2267006005,Off-highway Vehicle Gasoline - LPG - Commercial Equipment - Generator Sets,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2267006010,Off-highway Vehicle Gasoline - LPG - Commercial Equipment - Pumps,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2267006015,Off-highway Vehicle Gasoline - LPG - Commercial Equipment - Air Compressors,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
